Kod;Nazwa;Cena;C. zakupu-PLN;Stan zasobów;Ilość;Jm;Typ;Ilość dostępna;Ilość minimalna;Rezerwacje;Braki;Zamówienia;Wartość-PLN
UCHWYT G2 41/62/82;Uchwyt ścienny G2 41/62/82 Walraven;23,59;20,29;Stan towaru powyżej ilości minimalnej;38,00;SZT;TP;38,00;0,00;0,00;0,00;0,00;896,42
"UCHWYTPVC1"" NIBCO";"Uchwyt PVC 1"" Nibco";1,06;0,92;Stan towaru powyżej ilości minimalnej;23,00;SZT;TP;23,00;0,00;0,00;0,00;50,00;24,38
UCHWYTPVC1/2 NIBCO;Uchwyt PVC 1/2 Nibco;0,74;0,62;Stan towaru powyżej ilości minimalnej;173,00;SZT;TP;173,00;0,00;0,00;0,00;0,00;128,02
UCHWYTPVC3/4 NIBCO;Uchwyt PVC 3/4 Nibco ;1,06;0,92;Stan towaru powyżej ilości minimalnej;14,00;SZT;TP;14,00;0,00;0,00;0,00;50,00;14,84
UELA-160S (CN);CZERPNIO-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z RAMKĄ MONTAŻOWĄ UELA-160;38,50;0,01;Stan towaru powyżej ilości minimalnej;162,00;SZT;TP;162,00;0,00;0,00;0,00;0,00;6 237,00
UELA-200S (CN);CZERPNIO-WYRZUTNIA ŚCIENNA UELA-200;44,10;14,99;Stan towaru powyżej ilości minimalnej;82,00;SZT;TP;82,00;0,00;0,00;0,00;0,00;3 616,20
UELA-250;CZERPNIA UELA-250;56,55;0,01;Stan towaru powyżej ilości minimalnej;62,00;SZT;TP;62,00;0,00;0,00;0,00;0,00;3 506,10
UELA-315S (CN);CZERPNIO-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z RAMKĄ MONTAŻOWĄ UELA-315;88,61;0,01;Stan towaru powyżej ilości minimalnej;41,00;SZT;TP;41,00;0,50;0,00;0,00;0,00;3 633,01
USAV-100;Czerpnia/wyrzutnia ścienna USAV-100;8,32;4,32;Stan towaru powyżej ilości minimalnej;287,00;SZT;TP;287,00;0,00;0,00;0,00;0,00;2 387,84
USAV-125;Czerpnia/wyrzutnia ścienna USAV-125;11,43;6,90;Stan towaru powyżej ilości minimalnej;51,00;SZT;TP;51,00;0,00;0,00;0,00;0,00;582,93
USAV-160;Czerpnia/wyrzutnia ścienna USAV-160;11,92;0,01;Stan towaru powyżej ilości minimalnej;63,00;SZT;TP;63,00;0,00;0,00;0,00;0,00;750,96
USAV-200;Czerpnia/wyrzutnia ścienna USAV-200;23,16;15,29;Stan towaru powyżej ilości minimalnej;52,00;SZT;TP;52,00;0,00;0,00;0,00;0,00;1 204,32
USAV-250;Czerpnia/wyrzutnia ścienna USAV-250;42,26;35,22;Stan towaru powyżej ilości minimalnej;24,00;SZT;TP;24,00;0,00;0,00;0,00;0,00;1 014,24
USAV-315 (CN);Czerpnia/wyrzutnia ścienna USAV-315;80,40;0,01;Stan towaru powyżej ilości minimalnej;23,00;SZT;TP;23,00;4,50;0,00;0,00;0,00;1 849,20
USAV-400;Czerpnia/wyrzutnia ścienna USAV-400;114,00;95,00;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;798,00
USAV-400 (CN);Czerpnia/wyrzutnia ścienna USAV-400;114,00;0,01;Stan towaru powyżej ilości minimalnej;58,00;SZT;TP;58,00;1,50;0,00;0,00;0,00;6 612,00
USLA-100 (CN);CZERPNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM I SIATKĄ USLA-100;29,40;0,01;Stan towaru powyżej ilości minimalnej;138,00;SZT;TP;138,00;0,00;0,00;0,00;4,00;4 057,20
USLA-125 (CN);CZERPNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM I SIATKĄ USLA-125;36,86;0,01;Stan towaru powyżej ilości minimalnej;79,00;SZT;TP;79,00;0,00;0,00;0,00;0,00;2 911,94
USLA-150 (CN);CZERPNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM I SIATKĄ USLA-150;42,70;0,01;Stan towaru powyżej ilości minimalnej;73,00;SZT;TP;73,00;0,50;0,00;0,00;0,00;3 117,10
USLA-200 (CN);CZERPNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM I SIATKĄ USLA-200;77,00;0,01;Stan towaru powyżej ilości minimalnej;42,00;SZT;TP;42,00;0,00;0,00;0,00;0,00;3 234,00
USŁUGA TRANSPORTOWA DO WYŻEJ WYMIENIONEGO TOWARU;Usługa transportowa do wyżej wymienionego towaru;0,00;35,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;0,00
USOL 150 W RAL;Wyrzutnia wypukła USOL fi150 RAL;115,01;3,50;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;575,05
USZCZELNIACZ DEKARSKI WURTH SZARY;Uszczelniacz dekarski szary Wurth;38,15;34,05;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;38,15
USZCZKAN7X10;Uszczelka do kanałów polliuretanowa 7/10 (50mb);0,37;0,22;Stan towaru poniżej ilości minimalnej;1 350,00;mb;TP;1 350,00;1 575,00;0,00;0,00;43 200,00;499,50
UVLA-100X (CN);CZERPNIA-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM Z LAMELKĄ UVLA-100;35,59;0,01;Stan towaru powyżej ilości minimalnej;93,00;SZT;TP;93,00;0,00;0,00;0,00;0,00;3 309,87
UVLA-125X (CN);CZERPNIA-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM Z LAMELKĄ UVLA-125;39,52;0,01;Stan towaru powyżej ilości minimalnej;21,00;SZT;TP;21,00;0,00;0,00;0,00;0,00;829,92
UVLA-150X (CN);CZERPNIA-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM Z LAMELKĄ UVLA-150;45,35;0,01;Stan towaru powyżej ilości minimalnej;42,00;SZT;TP;42,00;0,00;0,00;0,00;0,00;1 904,70
UVLA-160X;CZERPNIA-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM Z LAMELKĄ UVLA-160;47,88;0,01;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;1,00;0,00;0,00;0,00;287,28
UVLA-200X;CZERPNIA-WYRZUTNIA ŚCIENNA CHROMONIKLOWA Z OKAPNIKIEM Z LAMELKĄ UVLA-200;69,96;0,01;Stan towaru powyżej ilości minimalnej;12,00;SZT;TP;12,00;3,00;0,00;0,00;0,00;839,52
VENTILAM ALU 20MM;Wełna mineralna Ventilam Alu 20mm (14,4m2);13,05;11,54;Stan towaru powyżej ilości minimalnej;1 276,80;m.kw;TP;1 276,80;979,20;0,00;0,00;3 715,20;16 662,24
VENTILAM ALU 30MM;Wełna mineralna Ventilam Alu 30mm (9.6m2);18,16;14,73;Stan towaru poniżej ilości minimalnej;58,40;m.kw;TP;58,40;196,80;0,00;0,00;720,00;1 060,54
VENTILAM ALU 40MM;Wełna mineralna Ventilam Alu 40mm (7.2m2);20,46;17,72;Stan towaru powyżej ilości minimalnej;259,20;m.kw;TP;259,20;31,90;0,00;0,00;1 886,40;5 303,23
VENTILAM ALU 50MM;Wełna mineralna Ventilam Alu 50mm (6m2);24,41;21,56;Stan towaru powyżej ilości minimalnej;550,00;m.kw;TP;550,00;60,00;0,00;0,00;732,00;13 425,50
VENTILAM ALU 60MM;Wełna mineralna Ventilam Alu 60mm (4,8m2);28,78;26,16;Stan towaru powyżej ilości minimalnej;4,80;m.kw;TP;4,80;0,00;0,00;0,00;0,00;138,14
VENTILAM ALU PLUS 20MM;Wełna mineralna samoprzylepna Ventilam Alu Plus 20mm (12m2);22,87;20,13;Stan towaru powyżej ilości minimalnej;1 680,00;m.kw;TP;1 680,00;408,00;0,00;0,00;6 117,00;38 421,60
VENTILAM ALU PLUS 30MM;Wełna mineralna samoprzylepna Ventilam Alu Plus 30mm (8m2);25,65;22,57;Stan towaru poniżej ilości minimalnej;542,00;m.kw;TP;518,00;932,00;24,00;0,00;7 177,00;13 902,30
VENTILAM ALU PLUS 40MM;Wełna mineralna samoprzylepna Ventilam Alu Plus 40mm (6m2);31,56;28,01;Stan towaru powyżej ilości minimalnej;546,00;m.kw;TP;528,00;81,50;18,00;0,00;3 492,00;17 231,76
VENTILAM ALU PLUS 50MM;Wełna mineralna samoprzylepna Ventilam Alu Plus 50mm (5m2);36,75;32,78;Stan towaru powyżej ilości minimalnej;245,00;m.kw;TP;245,00;170,00;0,00;0,00;2 517,00;9 003,75
VESBO NIBCO NOŻYCE;VESBO Nożyce do nibco 42mm;49,79;41,49;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;149,37
V-TRAP 100 C RAL;Czerpnia trapezowa V-TRAP fi100 RAL;80,49;1,53;Stan towaru poniżej ilości minimalnej;2,00;SZT;TZ;2,00;15,00;0,00;0,00;20,00;160,98
V-TRAP 100 W RAL;Wyrzutnia trapezowa V-TRAP fi100 RAL;85,49;1,64;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;427,45
V-TRAP 125 C RAL;Czerpnia trapezowa V-TRAP fi125 RAL;96,75;2,03;Stan towaru poniżej ilości minimalnej;2,00;SZT;TZ;2,00;15,00;0,00;0,00;20,00;193,50
V-TRAP 125 W RAL;Wyrzutnia trapezowa V-TRAP fi125 RAL;101,75;2,09;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;508,75
V-TRAP 150 C RAL;Czerpnia trapezowa V-TRAP fi150 RAL;113,04;2,96;Stan towaru poniżej ilości minimalnej;2,00;SZT;TZ;2,00;15,00;0,00;0,00;20,00;226,08
V-TRAP 150 W RAL;Wyrzutnia trapezowa V-TRAP fi150 RAL;118,04;3,23;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;590,20
V-TRAP 160 C RAL;Czerpnia trapezowa V-TRAP fi160 RAL;121,14;3,27;Stan towaru powyżej ilości minimalnej;8,00;SZT;TZ;8,00;5,50;0,00;0,00;0,00;969,12
V-TRAP 160 W RAL;Wyrzutnia trapezowa V-TRAP fi160 RAL;126,14;3,38;Stan towaru powyżej ilości minimalnej;3,00;SZT;TZ;3,00;0,00;0,00;0,00;0,00;378,42
V-TRAP 200 W RAL;Wyrzutnia trapezowa V-TRAP fi200 RAL;158,66;5,27;Stan towaru powyżej ilości minimalnej;1,00;SZT;TZ;1,00;0,00;0,00;0,00;0,00;158,66
WIERTŁO DO METALU 10MM WURTH;Wiertło do metalu 10mm Wurth;13,40;11,70;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;26,80
WIERTŁO DO METALU 12MM WURTH;Wiertło do metalu 12mm Wurth;22,87;19,89;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;22,87
WIERTŁO DO METALU 3MM WURTH;Wiertło do metalu 3mm Wurth;6,67;5,80;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;26,68
WIERTŁO DO METALU 6MM WURTH;Wiertło do metalu 6mm Wurth;5,68;4,94;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,50;0,00;0,00;0,00;51,12
WIERTŁO DO METALU 8MM WURTH;Wiertło do metalu 8mm Wurth;9,73;8,01;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,00;0,00;0,00;0,00;87,57
"WIERTŁO SDS ""12"" L-165 WURTH";"Wiertło do betonu SDS ""12"" L-165 Wurth";37,26;32,40;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;37,26
"WIERTŁO SDS ""6"" L-115 WURTH";"Wiertło do betonu SDS ""6"" L-115 Wurth";24,84;20,25;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;49,68
"WIERTŁO SDS ""6"" L-165 WURTH";"Wiertło do betonu SDS ""6"" L-165 Wurth";23,38;21,15;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;116,90
"WIERTŁO SDS ""8"" L-115 WURTH";"Wiertło do betonu SDS ""8"" L-115 Wurth";27,66;24,05;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;82,98
"WIERTŁO SDS ""8"" L-165 WURTH";"Wiertło do betonu SDS ""8"" L-165 Wurth";28,75;25,00;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;57,50
"WIERTŁO SDS ""8"" L-215 WURTH";"Wiertło do betonu SDS ""8"" L-215 Wurth";32,09;27,90;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;64,18
WIERTŁO SDS 10X215 RECA;Wiertło SDS 10x215 Reca;26,45;23,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;0,00;158,70
WIERTŁO SDS 6X115 RECA;Wiertło SDS 6x115 Reca;15,53;13,50;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;62,12
WIERTŁO SDS 8X215 RECA;Wiertło SDS 8x215 Reca;22,08;19,20;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;0,00;132,48
WIERTŁO Z OGRANICZNIKIEM M8;Wiertło z ogranicznikiem SDS 8x27mm;56,46;47,05;Stan towaru powyżej ilości minimalnej;21,00;SZT;TP;21,00;0,00;0,00;0,00;0,00;1 185,66
WIESZAK-AMSTRONG;Wieszak do prętów sufitowych trapezowy amstrong (typu termatex ze sprężyną);1,10;0,01;Stan towaru powyżej ilości minimalnej;263,00;SZT;TP;263,00;0,00;0,00;0,00;270,00;289,30
WIESZAK-K;Wieszak do prętów sufitowych typu K;1,06;0,88;Stan towaru powyżej ilości minimalnej;608,00;SZT;TP;608,00;150,50;0,00;0,00;549,00;644,48
WKRĘT 4,8X20 Z EPDM RAL9005;Wkręt farmerski 4,8x20mm z EPDM RAL9005 (1000szt);163,01;135,84;Stan towaru powyżej ilości minimalnej;0,14;SZT;TP;0,14;0,00;0,00;0,00;0,00;22,82
WKRĘT DO NAWIEWNI6X80;Wkręt do nawiewników 6x80;1,19;0,99;Stan towaru powyżej ilości minimalnej;52,00;SZT;TP;52,00;1,00;0,00;0,00;0,00;61,88
WKRĘT IMBUS 4,2X13;Wkręt samogwintujący pod imbus 4,2x13 (1000szt);37,20;33,00;Stan towaru poniżej ilości minimalnej;10,00;opk;TP;9,00;31,40;1,00;0,00;125,00;372,00
WKRĘT IMBUS 4,2X19;Wkręt samogwintujący pod imbus 4,2x19(1000szt);47,88;39,90;Stan towaru powyżej ilości minimalnej;4,00;opk;TP;4,00;0,50;0,00;0,00;5,00;191,52
WKRĘT KRZYŻAK 4,2X16 RAL9005;Wkręt samogwintujący na krzyżak 4,2x16 (1000SZT) RAL9005;159,36;132,80;Stan towaru powyżej ilości minimalnej;0,25;SZT;TP;0,25;0,00;0,00;0,00;0,00;39,84
WKRĘT4,5/35;Wkręt utwardzany do drewna 4,5x35 (1000szt);54,96;45,80;Stan towaru powyżej ilości minimalnej;0,50;opk;TP;0,50;0,00;0,00;0,00;0,00;27,32
WKRĘT4.8/25;Wkręt samowiercący 4.8x25 (1000szt);92,14;76,78;Stan towaru powyżej ilości minimalnej;0,23;opk;TP;0,23;0,00;0,00;0,00;0,00;20,92
WKRĘT5.5/19;Wkręt samowiercący 5,5x19 (1000szt);131,26;109,38;Stan towaru powyżej ilości minimalnej;1,48;opk;TP;1,48;0,00;0,00;0,00;0,00;194,66
WKRĘT5.5/19 + EPDM;Wkręt samowiercący 5,5x19 (1000szt) + EPDM;230,21;191,84;Stan towaru powyżej ilości minimalnej;1,75;opk;TP;1,75;0,14;0,00;0,00;0,00;402,87
WKRĘT5.5/25;Wkręt samowiercący 5,5x25 (1000szt);180,00;150,00;Stan towaru powyżej ilości minimalnej;0,13;opk;TP;0,13;0,00;0,00;0,00;1,50;23,76
WKRĘT5.5/25 + EPDM;Wkręt samowiercący 5,5x25 (1000szt)+ EPDM;238,56;198,80;Stan towaru powyżej ilości minimalnej;1,00;opk;TP;1,00;0,25;0,00;0,00;0,00;237,37
WKRĘT5.5/32;Wkręt samowiercący 5,5x32 (1000szt);192,00;160,00;Stan towaru powyżej ilości minimalnej;1,08;opk;TP;1,08;0,00;0,00;0,00;0,50;207,74
WKRĘT5.5/32 + EPDM;Wkręt samowiercący 5,5x32 (1000szt) + EPDM;150,10;125,08;Stan towaru powyżej ilości minimalnej;3,10;opk;TP;3,10;0,00;0,00;0,00;0,00;465,61
WKRĘT5.5/38;Wkręt samowiercący 5,5x38 (1000szt);225,00;190,00;Stan towaru powyżej ilości minimalnej;0,87;opk;TP;0,87;0,03;0,00;0,00;0,57;196,43
WKRĘT5.5/50 S;Wkręt samowiercący 5,5x50 (1000szt);230,00;200,00;Stan towaru powyżej ilości minimalnej;0,95;opk;TP;0,95;0,00;0,00;0,00;0,50;218,73
WKRĘT5.5/75;Wkręt samowiercący 5,5x75 (1000szt);264,50;230,00;Stan towaru powyżej ilości minimalnej;1,66;opk;TP;1,66;0,00;0,00;0,00;0,00;437,75
WKRĘT5.5/90;Wkręt samowiercący 5,5x90 (1000szt);372,00;310,00;Stan towaru powyżej ilości minimalnej;0,01;opk;TP;0,01;0,00;0,00;0,00;0,00;5,21
WKRĘT6,0/90;Wkręt utwardzany do drewna 6,0x90(1000szt);215,70;179,75;Stan towaru powyżej ilości minimalnej;0,02;opk;TP;0,02;0,00;0,00;0,00;0,51;3,24
WKRĘTNAKLUCZ7(NIERDZ.)-4,2X16;"Wkręt nierdzewny na klucz ""7"" 4.2x16 (1000szt)  !!!!!!!!!!!!!!!!!!!!!!!!!";155,04;129,20;Stan towaru powyżej ilości minimalnej;10,00;opk;TP;10,00;0,00;0,00;0,00;0,00;1 550,40
WKRĘTNAKLUCZ7-4,2X13;"Wkręt samogwintujący pod klucz ""7"" 4,2x13 (1000szt)";43,36;36,50;Stan towaru powyżej ilości minimalnej;22,00;opk;TP;22,00;0,00;0,00;0,00;32,00;953,92
WKRĘTNAKLUCZ7-4,2X16;"Wkręt samogwintujący pod klucz ""7"" 4,2x16 (1000szt)";50,40;42,00;Stan towaru powyżej ilości minimalnej;13,00;opk;TP;13,00;0,00;0,00;0,00;0,00;655,20
WŁOKNINAFILTRG3/2000/20000;Włóknina filtracyjna G3 2000x20000;6,94;3,29;Stan towaru powyżej ilości minimalnej;10,01;m.kw;TP;10,01;0,03;0,00;0,00;0,00;69,46
WORKI 120L WURTH;WORKI 120L Wurth (paczka 15szt);1,84;1,39;Stan towaru powyżej ilości minimalnej;30,00;SZT;TP;30,00;30,00;0,00;0,00;120,00;55,20
WSPORNIK PODŁOGOWY SP510 ;Wspornik podłogowy SP510 do klimatyzatorów, udźwig 400 kg (1 kpl = 4 szt.);55,20;46,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;220,80
WŚO-100 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 100 N (prod);36,34;1,85;Stan towaru powyżej ilości minimalnej;13,00;SZT;TZ;13,00;0,00;0,00;0,00;0,00;472,42
WŚO-125 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 125 N (prod);37,61;2,43;Stan towaru powyżej ilości minimalnej;11,00;SZT;TZ;11,00;0,00;0,00;0,00;0,00;413,71
WŚO-160 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 160 N (prod);41,75;3,66;Stan towaru powyżej ilości minimalnej;10,00;SZT;TZ;10,00;0,00;0,00;0,00;0,00;417,50
WŚO-200 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 200 N (prod);45,17;5,30;Stan towaru powyżej ilości minimalnej;9,00;SZT;TZ;9,00;0,00;0,00;0,00;1,00;406,53
WŚO-250 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 250 N (prod);54,65;7,82;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;1,00;273,25
WŚO-315 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 315 N (prod);64,89;12,89;Stan towaru powyżej ilości minimalnej;9,00;SZT;TZ;9,00;0,00;0,00;0,00;0,00;584,01
WŚO-450 N (P);Kanał ścięty okrągły (wyrzutnia/czerpnia) osiatkowany fi 450 N (prod);64,89;15,26;Stan towaru powyżej ilości minimalnej;1,00;SZT;TZ;1,00;0,00;0,00;0,00;0,00;64,89
WTB7 8X75/10 WALRAVEN;WTB7 Kotwa bolcowa 8x75/10 Walraven;1,78;1,63;Stan towaru powyżej ilości minimalnej;170,00;SZT;TP;170,00;0,00;0,00;0,00;0,00;302,60
WYRZUTNIA INOX 135ST FI 200;Wyrzutnia kolanowa z siątką fi 200 nierdzewna ;226,80;189,00;Stan towaru poniżej ilości minimalnej;1,00;SZT;TZ;1,00;1,50;0,00;0,00;0,00;226,80
WYSIĘGNIK 100;Wysięgnik wzmocniony 100;3,82;0,01;Stan towaru powyżej ilości minimalnej;16,00;SZT;TP;16,00;0,00;0,00;0,00;0,00;61,12
WYSIĘGNIK 1000;Wysięgnik wzmocniony L-1000;22,90;0,01;Stan towaru powyżej ilości minimalnej;28,00;SZT;TP;28,00;0,00;0,00;0,00;0,00;641,20
WYSIĘGNIK 800;Wysięgnik wzmocniony 800;18,88;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;18,88
WYZWALACZ FDG-WT-8;Wyzwalacz termoelektryczny siłownika FDG-WT-8;374,10;257,05;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;374,10
ZACISKARKA DO OPASEK ;Zaciskarka do opasek zaciskowych ;55,84;49,76;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;111,68
ZACZEP DO DŹWIGARÓW S-62 INTERFIX;Zaczep do dźwigarów S-62 INTERFIX;11,70;9,75;Stan towaru powyżej ilości minimalnej;46,00;SZT;TP;46,00;0,00;0,00;0,00;0,00;538,20
ZAKOŃCZENIE KORYTA PVC;Zakończenie koryta PVC ODEC 80;7,97;6,93;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;0,00;0,00;0,00;20,00;119,55
ZAMEKDOOPASKIKPL;Zamek do opaski ślimakowej (50szt);43,80;39,40;Stan towaru powyżej ilości minimalnej;5,00;kpl;TP;5,00;0,00;0,00;0,00;0,00;219,00
ZASILACZ AIRDOG X3;Zasilacz Airdog X3;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
ZAŚLEPKA 41X21 ;Zaślepka do profila 41x21;0,90;0,75;Stan towaru powyżej ilości minimalnej;100,00;SZT;TP;100,00;50,00;0,00;0,00;0,00;90,00
ZAŚLEPKA BIAŁA DO NS4;Zaślepka biała do NS4,8,9-K1 RAL9010i16;0,48;0,04;Stan towaru powyżej ilości minimalnej;340,00;SZT;TP;340,00;0,00;0,00;0,00;0,00;163,20
ZAŚLEPKA M10 ;Zaślepka M10 ;0,48;0,40;Stan towaru powyżej ilości minimalnej;200,00;SZT;TP;200,00;0,00;0,00;0,00;0,00;96,00
ZAŚLEPKA M8 ;Zaślepka M8 SW-13;0,39;0,30;Stan towaru powyżej ilości minimalnej;81,00;SZT;TP;81,00;0,00;0,00;0,00;0,00;31,59
ZAŚLEPKA PROFILA 30X30;Zaślepka Profila 30x30;0,84;0,42;Stan towaru powyżej ilości minimalnej;320,00;SZT;TP;320,00;25,00;0,00;0,00;74,00;268,80
ZAŚLEPKA PROFILA 4,X4,1;Zaślepka Profila 41x41;1,08;0,71;Stan towaru powyżej ilości minimalnej;420,00;SZT;TP;420,00;0,00;0,00;0,00;0,00;453,60
ZAŚLEPKI DO WSPORNIKÓW PVC ADF;Zaślepka do wsporników PVC 342TS (komplet-4szt);16,20;13,50;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,00;0,00;0,00;0,00;97,20
ZAWIESZENIE KONIK M10;"Zawieszenie typu ""konik"" M10";2,70;2,25;Stan towaru poniżej ilości minimalnej;70,00;SZT;TP;70,00;115,00;0,00;0,00;108,00;189,00
ZAWIESZENIE KONIK M8;"Zawieszenie typu ""konik"" M8";1,94;1,62;Stan towaru powyżej ilości minimalnej;485,00;SZT;TP;485,00;60,00;0,00;0,00;0,00;940,90
ZAWIESZENIE TYP Z  NICZUK;Zawieszenie kanałów wentylacyjnych typ Z niczuk;0,88;0,80;Stan towaru powyżej ilości minimalnej;53,00;SZT;TP;53,00;0,00;0,00;0,00;0,00;46,64
ZAWIESZENIEKONIKM10;"Zawieszenie typu ""konik"" M10";2,70;2,05;Stan towaru powyżej ilości minimalnej;200,00;SZT;TP;200,00;0,00;0,00;0,00;0,00;540,00
ZAWIESZENIE-L;Zawieszenie kanałów wentylacyjnych typu L;0,99;0,77;Stan towaru powyżej ilości minimalnej;1 102,00;SZT;TP;1 102,00;341,50;0,00;0,00;0,00;1 090,98
ZAWIESZENIE-V;Zawieszenie kanałów wentylacyjnych typu V;1,02;0,89;Stan towaru powyżej ilości minimalnej;1 038,00;SZT;TP;1 038,00;17,50;0,00;0,00;1 000,00;1 058,76
ZAWIESZENIE-Z (CN);Zawieszenie kanałów wentylacyjnych typu Z (opakowanie 100 sztuk);68,00;0,01;Stan towaru powyżej ilości minimalnej;2 005,35;opk;TP;2 005,35;0,00;0,00;0,00;0,00;136 363,80
ZBROJONA 100X45;Taśma aluminiowa zbrojona 100 mm x 45 mb;32,00;23,93;Stan towaru powyżej ilości minimalnej;20,00;SZT;TP;20,00;4,50;0,00;0,00;17,00;640,00
ZBROJONA 50X45;Taśma aluminiowa zbrojona 50 mm x 45 mb;17,00;11,70;Stan towaru powyżej ilości minimalnej;55,00;SZT;TP;54,00;10,00;1,00;0,00;98,00;935,00
ZBROJONA 75X45;Taśma aluminiowa zbrojona 75mm x 45 mb;22,75;17,75;Stan towaru poniżej ilości minimalnej;65,00;SZT;TP;65,00;66,50;0,00;0,00;149,00;1 478,75
ZESTAW KLUCZY IMBUSOWYCH WURTH;Komplet kluczy imbusowych Wurth;79,35;65,00;Stan towaru powyżej ilości minimalnej;1,00;kpl;TP;1,00;0,00;0,00;0,00;0,00;79,35
ZŁĄCZKA REDUKCYJNA CCSR;Złączka redukcyjna do skroplin CCSR, łącznik sztywna-giętka 16mm;7,56;6,30;Stan towaru powyżej ilości minimalnej;53,00;SZT;TP;53,00;0,00;0,00;0,00;0,00;400,68
ZŁĄCZKA ZF75;Złączka przewodów flex 75 ;3,50;2,60;Stan towaru powyżej ilości minimalnej;16,00;SZT;TP;16,00;0,00;0,00;0,00;0,00;56,00
ZMYWACZ DO PIANY WURTH;Zmywacz do pian Wurth;21,48;17,90;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;21,48
ZN-100 (CN);Zawór wentylacyjny nawiewny ZN-100;5,28;0,01;Stan towaru powyżej ilości minimalnej;226,00;SZT;TP;226,00;76,50;0,00;0,00;1,00;1 193,28
