Kod;Nazwa;Cena;C. zakupu-PLN;Stan zasobów;Ilość;Jm;Typ;Ilość dostępna;Ilość minimalna;Rezerwacje;Braki;Zamówienia;Wartość-PLN
TOSOT XK49;Sterownik hotelowy czarny TOSOT XK49;62,76;57,05;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;62,76
TOSOT YV1L1;Pilot TOSOT YV1L1;45,38;41,25;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;90,76
TOSOTFE11-24/D4(B);System zliczania energii TOSOT FE11-24/D4(B) Software;788,54;716,85;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;788,54
TOSOTFE30-24/DF(B);System zdalnego monitorowania TOSOT FE30-24/DF(B) Software;788,54;716,85;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;788,54
TOSOTFQ01A/A;Trójnik TOSOT FQ01A/A TMV5;39,03;35,48;Stan towaru powyżej ilości minimalnej;34,00;Szt.;TP;34,00;0,00;0,00;0,00;0,00;1 327,02
TOSOTFQ01U/A;Trójnik TOSOT FQ01U/A TMV5;39,03;35,48;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;195,15
TOSOTFQ02/A;Trójnik TOSOT FQ02/A TMV5;78,07;70,97;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;78,07
TOSOTFQ03/A;Trójnik TOSOT FQ03/A TMV5;117,10;106,45;Stan towaru powyżej ilości minimalnej;12,00;Szt.;TP;12,00;0,00;0,00;0,00;0,00;1 405,20
TOSOTFQ03NA/A;Trójnik TOSOT FQ03Na/A  TMV5 Heat Recovery;62,45;56,77;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;312,25
TOSOTFQ04/A;Trójnik TOSOT FQ04/A TMV5;253,72;230,65;Stan towaru powyżej ilości minimalnej;37,00;Szt.;TP;37,00;0,00;0,00;0,00;0,00;9 387,64
TOSOTFQ04NA/A;Trójnik TOSOT FQ04Na/A  TMV5 Heat Recovery;89,77;81,61;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;89,77
TOSOTFQ05NA/A;Trójnik TOSOT FQ05Na/A  TMV5 Heat Recovery;124,91;113,55;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;499,64
TOSOTFQ06NA/A;Trójnik TOSOT FQ06Na/A  TMV5 Heat Recovery;158,08;143,71;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;474,24
TOSOTGD02(RS232-RS422/485);Konwerter sygnału TOSOT GD02 (RS232-RS422/485);283,88;258,07;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;851,64
TOSOTME30-24/DF(B);System zdalnego monitorowania TOSOT ME30-24/DF(B) Bramka BacNet;331,19;301,08;Stan towaru powyżej ilości minimalnej;2,00;Szt.;TP;2,00;0,00;0,00;0,00;0,00;662,38
TOSOTML01/A;Trójnik TOSOT ML01/A TMV5;292,74;266,13;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;1 463,70
TOSOTML01R;Trójnik TOSOT ML01R  TMV5 Heat Recovery;273,23;248,39;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;1 092,92
TOSOTNCHS1B;Moduł odzysku ciepła TOSOT NCHS1B 1 przyłącz;407,89;370,81;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;2 039,45
TOSOTNRZ16G/A-S;Hot Water Converter TOSOT NRZ16G/A-S;417,92;379,93;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;417,92
TOSOTRS485-W;Przekaźnik TOSOT RS485-W;220,79;200,72;Stan towaru powyżej ilości minimalnej;2,00;Szt.;TP;2,00;0,00;0,00;0,00;0,00;441,58
TOSOTTHLR8PD/NA-K;Mini Chiller TOSOT THLR8Pd/Na-K  jedn. zewn.;2 624,26;2 385,69;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;2 624,26
TOSOTTMV-N140U/A-T;Zestaw TOSOT AHU-Kit  TMV-N140U/A-T seria A;167,17;151,97;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;501,51
TOSOTTMV-N140U/C-T;Zestaw TOSOT AHU-Kit TMV-N140U/C-T seria C;197,13;179,21;Stan towaru powyżej ilości minimalnej;9,00;Szt.;TP;9,00;0,00;0,00;0,00;0,00;1 774,17
TOSOTTMV-N280U/A-T;Zestaw TOSOT AHU-Kit  TMV-N280U/A-T seria A;179,78;163,44;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;719,12
TOSOTTMV-N36G/C9A-K;Jednostka ścienna TOSOT TMV-N36G/C9A-K jedn.wew.;277,13;251,94;Stan towaru powyżej ilości minimalnej;19,00;Szt.;TP;19,00;0,00;0,00;0,00;0,00;5 265,47
TOSOTTMV-N45G/C9A-K;Jednostka ścienna TOSOT TMV-N45G/C9A-K jedn.wew.;302,50;275,00;Stan towaru powyżej ilości minimalnej;36,00;Szt.;TP;36,00;0,00;0,00;0,00;0,00;10 890,00
TOSOTTMV-N50G/C9A-K;Jednostka ścienna TOSOT TMV-N50G/C9A-K jedn.wew.;335,68;305,16;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;2 014,08
TOSOTTMV-N56G/C9A-K;Jednostka ścienna TOSOT TMV-N56G/C9A-K jedn.wew.;343,49;312,26;Stan towaru powyżej ilości minimalnej;31,00;Szt.;TP;31,00;0,00;0,00;0,00;0,00;10 648,19
TOSOTTMV-N63G/C9A-K;Jednostka ścienna TOSOT TMV-N63G/C9A-K jedn.wew.;376,66;342,42;Stan towaru powyżej ilości minimalnej;8,00;Szt.;TP;8,00;0,00;0,00;0,00;0,00;3 013,28
TOSOTTMV-N71G/C9A-K;Jednostka ścienna TOSOT TMV-N71G/C9A-K jedn.wew.;409,84;372,58;Stan towaru powyżej ilości minimalnej;12,00;Szt.;TP;12,00;0,00;0,00;0,00;0,00;4 918,08
TOSOTTMV-N71U/C-T;Zestaw TOSOT AHU-Kit TMV-N71U/C-T seria C;193,99;176,35;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;969,95
TOSOTTMV-ND25PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND25PL/B-T jedn.wew.;390,32;354,84;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;390,32
TOSOTTMV-ND28PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND28PL/B-T jedn.wew.;402,04;365,49;Stan towaru powyżej ilości minimalnej;16,00;Szt.;TP;16,00;0,00;0,00;0,00;0,00;6 432,64
TOSOTTMV-ND28T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND28T/A-T jedn.wew.;526,94;479,04;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;2 107,76
TOSOTTMV-ND28TD/A-T;Jednostka kasetonowa 1-stronna TOSOT TMV-ND28TD/A-T jedn.wew.;443,03;402,75;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;2 658,18
TOSOTTMV-ND32PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND32PL/B-T   jedn.wew.;413,74;376,13;Stan towaru powyżej ilości minimalnej;2,00;Szt.;TP;2,00;0,00;0,00;0,00;0,00;827,48
TOSOTTMV-ND36T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND36T/A-T jedn.wew.;536,70;487,91;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;1 610,10
TOSOTTMV-ND36T/B-T;Jednostka kasetonowa 4-stronna kompaktowa TOSOT TMV-ND36T/B-T jedn.wew.;489,86;445,33;Stan towaru powyżej ilości minimalnej;15,00;Szt.;TP;15,00;0,00;0,00;0,00;0,00;7 347,90
TOSOTTMV-ND36TD/A-T;Jednostka kasetonowa 1-stronna TOSOT TMV-ND36TD/A-T jedn.wew.;387,96;352,69;Stan towaru powyżej ilości minimalnej;9,00;Szt.;TP;9,00;0,00;0,00;0,00;0,00;3 491,64
TOSOTTMV-ND36ZA/A-T;Jednostka przypodłogowa do zabudowy TOSOT TMV-ND36ZA/A-T jedn.wew.;505,00;388,55;Stan towaru powyżej ilości minimalnej;11,00;Szt.;TP;11,00;0,00;0,00;0,00;0,00;5 555,00
TOSOTTMV-ND36ZD/A-T;Jednostka przypodłogowo - sufitowa TOSOT TMV-ND36ZD/A-T jedn.wew.;433,70;394,27;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;2 602,20
TOSOTTMV-ND45C/A-T;Konsola TOSOT TMV-ND45C/A-T jedn.wew.;332,76;302,51;Stan towaru powyżej ilości minimalnej;10,00;Szt.;TP;10,00;0,00;0,00;0,00;0,00;3 327,60
TOSOTTMV-ND45PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND45PL/B-T jedn.wew.;472,30;429,36;Stan towaru powyżej ilości minimalnej;8,00;Szt.;TP;8,00;0,00;0,00;0,00;0,00;3 778,40
TOSOTTMV-ND45PLS/C-T;Jednostka kanałowa niskiego sprężu TOSOT TMV-ND45PLS/C-T jedn.wew.;441,07;400,97;Stan towaru powyżej ilości minimalnej;13,00;Szt.;TP;13,00;0,00;0,00;0,00;0,00;5 733,91
TOSOTTMV-ND45T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND45T/A-T  jedn.wew.;544,51;495,01;Stan towaru powyżej ilości minimalnej;12,00;Szt.;TP;12,00;0,00;0,00;0,00;0,00;6 534,12
TOSOTTMV-ND45ZA/A-T;Jednostka przypodłogowa do zabudowy TOSOT TMV-ND45ZA/A-T jedn.wew.;456,69;415,17;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;1 370,07
TOSOTTMV-ND50C/A-T;Konsola TOSOT TMV-ND50C/A-T jedn.wew.;342,22;311,11;Stan towaru powyżej ilości minimalnej;7,00;Szt.;TP;7,00;0,00;0,00;0,00;0,00;2 395,54
TOSOTTMV-ND50PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND50PL/B-T jedn.wew.;480,11;436,46;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;2 880,66
TOSOTTMV-ND50PLS/A-T;Jednostka kanałowa niskiego sprężu TOSOT TMV-ND50PLS/A-T jedn.wew.;484,00;440,00;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;2 904,00
TOSOTTMV-ND50T/B-T ;"Jednostka kasetonowa 4-stronna kompaktowa TOSOT TMV-ND50T/B-T jedn.wew.









";627,37;482,59;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;627,37
TOSOTTMV-ND50ZD/A-T;Jednostka przypodłogowo - sufitowa TOSOT TMV-ND50ZD/A-T jedn.wew.;440,00;400,00;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;440,00
TOSOTTMV-ND56PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND56PL/B-T  jedn.wew.;610,86;555,33;Stan towaru powyżej ilości minimalnej;40,00;Szt.;TP;40,00;0,00;0,00;0,00;0,00;24 434,40
TOSOTTMV-ND56T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND56T/A-T jedn.wew.;603,05;548,23;Stan towaru powyżej ilości minimalnej;35,00;Szt.;TP;35,00;0,00;0,00;0,00;0,00;21 106,75
TOSOTTMV-ND56T/B-T;Jednostka kasetonowa 4-stronna kompaktowa TOSOT TMV-ND56T/B-T jedn.wew.;542,55;493,23;Stan towaru powyżej ilości minimalnej;22,00;Szt.;TP;22,00;0,00;0,00;0,00;0,00;11 936,10
TOSOTTMV-ND56ZA/A-T;Jednostka przypodłogowa do zabudowy TOSOT TMV-ND56ZA/A-T jedn.wew.;511,32;464,84;Stan towaru powyżej ilości minimalnej;2,00;Szt.;TP;2,00;0,00;0,00;0,00;0,00;1 022,64
TOSOTTMV-ND63PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND63PL/B-T jedn.wew.;620,62;564,20;Stan towaru powyżej ilości minimalnej;5,00;Szt.;TP;5,00;0,00;0,00;0,00;0,00;3 103,10
TOSOTTMV-ND63PLS/C-T;"Jednostka kanałowa niskiego sprężu TOSOT TMV-ND63PLS/C-T jedn.wew.
Jednostka kanałowa niskiego sprężu TOSOT TMV-ND63PLS/C-T jedn.wew.";583,54;530,49;Stan towaru powyżej ilości minimalnej;15,00;Szt.;TP;15,00;0,00;0,00;0,00;0,00;8 753,10
TOSOTTMV-ND63T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND63T/A-T jedn.wew.;610,86;555,33;Stan towaru powyżej ilości minimalnej;13,00;Szt.;TP;13,00;0,00;0,00;0,00;0,00;7 941,18
TOSOTTMV-ND71PLS/C-T;Jednostka kanałowa niskiego sprężu TOSOT TMV-ND71PLS/C-T jedn.wew.;591,35;537,59;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;3 548,10
TOSOTTMV-ND71T/A-T TC01;Jednostka kasetonowa 4-stronna TOSOT TMV-ND71T/A-T TC01;1 153,21;1 048,37;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;0,00;0,00;0,00;0,00;9 225,68
TOSOTTMV-ND72PL/B-T;Jednostka kanałowa typu Slim TOSOT TMV-ND72PL/B-T   jedn.wew.;630,38;573,07;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;2 521,52
TOSOTTMV-ND90T/A-T;Jednostka kasetonowa 4-stronna TOSOT TMV-ND90T/A-T jedn.wew.;696,73;633,39;Stan towaru powyżej ilości minimalnej;6,00;Szt.;TP;6,00;0,00;0,00;0,00;0,00;4 180,38
TOSOTTMV-Q224WM/E-X;Agregat modułowy TOSOT TMV-Q224WM/E-X  jedn.zew. TMV5 Heat Recovery;24 254,19;5 414,21;Stan towaru powyżej ilości minimalnej;1,00;Szt.;TP;1,00;0,00;0,00;0,00;0,00;24 254,19
TOSOTTMV-Q280WM/B-X;Agregat modułowy TOSOT TMV-Q280WM/B-X jedn.zew. TMV5 Heat Recovery;15 000,00;4 751,34;Stan towaru powyżej ilości minimalnej;2,00;Szt.;TP;2,00;0,00;0,00;0,00;0,00;30 000,00
TOSOTTMV-Q335WM/E-X;Agregat modułowy TOSOT TMV-Q335WM/E-X  jedn.zew. TMV5 Heat Recovery;7 590,00;6 900,00;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;22 770,00
TOSOTTMV-Q450WM/B-X;Agregat modułowy TOSOT TMV-Q450WM/B-X jedn.zew. TMV5 Heat Recovery;7 408,40;6 734,91;Stan towaru powyżej ilości minimalnej;4,00;Szt.;TP;4,00;0,00;0,00;0,00;0,00;29 633,60
TOSOTXK46;Sterownik przewodowy ścienny TOSOT XK46;33,12;30,11;Stan towaru powyżej ilości minimalnej;18,00;Szt.;TP;18,00;0,00;0,00;0,00;0,00;596,16
TOSOTXK79;Sterownik przewodowy hotelowy TOSOT XK79;39,42;35,84;Stan towaru powyżej ilości minimalnej;34,00;Szt.;TP;34,00;0,00;0,00;0,00;0,00;1 340,28
TOSOTYAP1F;Sterownik bezprzewodowy TOSOT YAP1F;15,77;14,34;Stan towaru powyżej ilości minimalnej;107,00;Szt.;TP;107,00;0,00;0,00;0,00;0,00;1 687,39
TR-160/125/125;Trójnik wentylacyjny redukcyjny TR-160/125/125;17,26;14,38;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;17,26
TR-400/200/200;Trójnik wentylacyjny redukcyjny TR-400/200/200;31,64;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;31,64
TRÓJNIK ODTJ PVC;Trójnik PVC ODTJ 80 do koryta;17,71;15,40;Stan towaru powyżej ilości minimalnej;27,00;SZT;TP;27,00;0,00;0,00;0,00;0,00;478,17
TS-100/100;Trójnik wentylacyjny TS-100/100;9,38;7,50;Stan towaru powyżej ilości minimalnej;69,00;SZT;TP;69,00;19,00;0,00;0,00;0,00;647,22
TS-100/100X;Trójnik wentylacyjny TS-100/100 nierdzewny;29,87;23,71;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;59,74
TS-125/100;Trójnik wentylacyjny TS-125/100;12,31;9,10;Stan towaru powyżej ilości minimalnej;32,00;SZT;TP;32,00;6,00;0,00;0,00;0,00;393,92
TS-125/125;Trójnik wentylacyjny TS-125/125;13,14;10,95;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;0,00;118,00;4,00;3,00;250,00;13,14
TS-125/125 (P);Trójnik wentylacyjny TS-125/125 (P);17,17;8,21;Stan towaru powyżej ilości minimalnej;106,00;SZT;TZ;106,00;0,00;0,00;0,00;68,00;1 820,02
TS-125/125 U;Trójnik wentylacyjny TS-125/125 z uszczelką;14,95;13,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;59,80
TS-160 /160U;Trójnik wentylacyjny z uszczelką TS-160/160;18,75;15,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;75,00
TS-160/100;Trójnik wentylacyjny TS-160/100;11,94;9,55;Stan towaru powyżej ilości minimalnej;27,00;SZT;TP;27,00;3,00;0,00;0,00;0,00;322,38
TS-160/125 (P) ;Trójnik wentylacyjny TS-160/125 (P);13,75;7,97;Stan towaru powyżej ilości minimalnej;22,00;SZT;TZ;22,00;0,00;0,00;0,00;36,00;302,50
TS-160/125U;Trójnik wentylacyjny TS-160/125 z uszczelką;17,50;14,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;70,00
TS-160/160 (P);Trójnik wentylacyjny TS-160/160 (P);26,64;4,09;Stan towaru powyżej ilości minimalnej;39,00;SZT;TZ;39,00;0,00;0,00;0,00;0,00;1 038,96
TS-160/80;Trójnik wentylacyjny TS-160/80;18,00;15,00;Stan towaru powyżej ilości minimalnej;14,00;SZT;TP;14,00;0,50;0,00;0,00;5,00;252,00
TS-200/100;Trójnik wentylacyjny TS-200/100;24,84;11,10;Stan towaru powyżej ilości minimalnej;17,00;SZT;TP;17,00;4,50;0,00;0,00;0,00;422,28
TS-200/125;Trójnik wentylacyjny TS-200/125;16,03;12,82;Stan towaru poniżej ilości minimalnej;1,00;SZT;TP;1,00;6,50;0,00;0,00;10,00;16,03
TS-200/125 (P);Trójnik wentylacyjny TS-200/125 (P);16,03;9,46;Stan towaru powyżej ilości minimalnej;27,00;SZT;TZ;27,00;0,00;0,00;0,00;20,00;432,81
TS-200/125 U;Trójnik wentylacyjny TS-200/125 z uszczelką;19,20;16,00;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;96,00
TS-200/150;Trójnik wentylacyjny TS-200/150;27,90;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;27,90
TS-200/160;Trójnik wentylacyjny TS-200/160;18,82;14,48;Stan towaru poniżej ilości minimalnej;5,00;SZT;TP;5,00;9,50;0,00;0,00;10,00;94,10
TS-200/160 (P);Trójnik wentylacyjny TS-200/160 (P);18,82;10,25;Stan towaru powyżej ilości minimalnej;14,00;SZT;TZ;14,00;0,00;0,00;0,00;35,00;263,48
TS-200/160 U;Trójnik wentylacyjny TS-200/160 z uszczelką ;21,60;17,00;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;0,00;0,00;0,00;0,00;172,80
TS-200/200;Trójnik wentylacyjny TS-200/200;21,88;17,64;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;12,50;0,00;0,00;30,00;328,20
TS-200/200U;Trójnik wentylacyjny TS-200/200  z uszczelką;37,40;20,00;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;1,00;0,00;0,00;0,00;261,80
TS-225/125;Trójnik wentylacyjny TS-225/125;15,05;12,54;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;132,00;15,05
TS-225/200;Trójnik wentylacyjny TS-225/200;45,78;24,16;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;45,78
TS-250/100;Trójnik wentylacyjny TS-250/100;14,93;0,01;Stan towaru powyżej ilości minimalnej;10,00;SZT;TP;10,00;0,50;0,00;0,00;0,00;149,30
TS-250/125 (P) ;Trójnik wentylacyjny TS-250/125 (P);18,10;10,89;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;90,50
TS-250/150;Trójnik wentylacyjny TS-250/150;36,52;16,14;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;36,52
TS-250/160 (P);Trójnik wentylacyjny TS-250/160 (P);20,62;14,04;Stan towaru powyżej ilości minimalnej;15,00;SZT;TZ;15,00;0,00;0,00;0,00;16,00;309,30
TS-250/200;Trójnik wentylacyjny TS-250/200;23,52;19,60;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;2,50;0,00;0,00;2,00;211,68
TS-250/250;Trójnik wentylacyjny TS-250/250;28,56;23,50;Stan towaru powyżej ilości minimalnej;8,00;SZT;TP;8,00;2,00;0,00;0,00;10,00;228,48
TS-250/250U;Trójnik wentylacyjny TS-250/250  z uszczelką;60,46;43,40;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;0,00;0,00;0,00;0,00;665,06
TS-280/250;Trójnik wentylacyjny TS-280/250;36,44;30,37;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;36,44
TS-315/100;Trójnik wentylacyjny TS-315/100;27,79;24,89;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;5,00;27,79
TS-315/160;Trójnik wentylacyjny TS-315/160;24,08;20,07;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;24,08
TS-315/200;Trójnik wentylacyjny TS-315/200;26,12;21,77;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;4,00;104,48
TS-315/250;Trójnik wentylacyjny TS-315/250;31,56;26,35;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,50;0,00;0,00;0,00;126,24
TS-315/315 (P);Trójnik wentylacyjny TS-315/315 (P);68,48;31,23;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;7,00;342,40
TS-355/160;Trójnik wentylacyjny TS-355/160;30,58;0,01;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;152,90
TS-355/200;Trójnik wentylacyjny TS-355/200;38,86;32,29;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;2,00;77,72
TS-355/250;Trójnik wentylacyjny TS-355/250;52,84;24,13;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;264,20
TS-355/315;Trójnik wentylacyjny TS-355/315;58,00;0,01;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;232,00
TS-355/355;Trójnik wentylacyjny TS-355/355;60,85;48,68;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;3,00;60,85
TS-400/200;Trójnik wentylacyjny TS-400/200;32,40;27,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;2,00;129,60
TS-400/250;Trójnik wentylacyjny TS-400/250;57,12;47,60;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;171,36
TS-400/315;Trójnik wentylacyjny TS-400/315;83,83;69,86;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;4,00;251,49
TS-400/400;Trójnik wentylacyjny TS-400/400;92,40;84,24;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;1,00;0,00;0,00;0,00;184,80
TS-450/200;Trójnik wentylacyjny TS-450/200;103,18;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;6,00;103,18
TS-450/450;Trójnik wentylacyjny TS-450/450;100,43;80,34;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;2,00;301,29
TS-500/250;Trójnik wentylacyjny TS-500/250;116,33;0,01;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;232,66
TS-560/200;Trójnik wentylacyjny TS-560/200;110,31;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TZ;1,00;0,00;0,00;0,00;0,00;110,31
TSO-200/125;Trójnik orłowy TSO-200/125;39,89;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;39,89
TSV-160/125;Trójnik wentylacyjny TSV-160/125 odejście 45st;48,13;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;0,00;0,00;1,00;0,00;2,00;48,13
TSV-250/250;Trójnik wentylacyjny 45 st. TSV-250/250;38,35;31,96;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;38,35
TULEJA SIATKOWA 15X130;Tuleja siatkowa do zapraw kotwiących 15x130;0,90;0,01;Stan towaru powyżej ilości minimalnej;26,00;SZT;TP;26,00;0,00;0,00;0,00;0,00;23,40
TULEJA SIATKOWA 15X85;Tuleja siatkowa do zapraw kotwiących 15x85;1,08;0,90;Stan towaru powyżej ilości minimalnej;40,00;SZT;TP;40,00;0,00;0,00;0,00;0,00;43,20
UCHWYT DO BITÓW WURTH;Uchwyt do bitów  (przedłużka) Wurth;12,88;11,35;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;1,50;0,00;0,00;1,00;193,20
UCHWYT DO GROTÓW 10MM WURTH;Uchwyt do grotów 10mm Wurth;13,80;12,00;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,00;0,00;0,00;0,00;124,20
UCHWYT DO GROTÓW 13MM WURTH;Uchwyt do grotów 13mm Wurth;14,38;12,50;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;2,00;71,90
UCHWYT DO GROTÓW 8MM WURTH;Uchwyt do grotów 7mm Wurth;13,04;11,34;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;1,00;0,00;0,00;0,00;39,12
